zone,corridor,junction,event_cause,duration_mins
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,others,60.46577085
Unknown,Non-corridor,,construction,120.0
Unknown,Mysore Road,,vehicle_breakdown,112.05360535
Unknown,Non-corridor,,vehicle_breakdown,55.35562983333333
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,146.3850152
Unknown,Hennur Main Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vip_movement,120.0
Unknown,Bannerghata Road,,vehicle_breakdown,86.29304546666667
Unknown,Magadi Road,,pot_holes,1440.0
Unknown,Non-corridor,,vip_movement,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vip_movement,120.0
Unknown,ORR East 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,construction,120.0
Unknown,Non-corridor,,tree_fall,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,110.00090083333333
Unknown,Hennur Main Road,,congestion,115.77675745
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,West of Chord Road,,vehicle_breakdown,43.553649566666664
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,10.0
Unknown,Mysore Road,,procession,120.0
Unknown,Non-corridor,,vehicle_breakdown,10.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,accident,120.0
Unknown,Mysore Road,,accident,39.028780866666665
Unknown,Bellary Road 2,SantheCircle,construction,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR North 2,,congestion,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,ORR West 1,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,10.0
Unknown,Bellary Road 2,,vehicle_breakdown,105.73423235
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bannerghata Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,ORR East 1,,vehicle_breakdown,82.21110071666666
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Bannerghata Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR North 1,,accident,41.37271345
Unknown,Old Madras Road,,construction,120.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,construction,1381.6930457333333
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,accident,120.0
Unknown,ORR East 2,,construction,120.0
Unknown,Non-corridor,,accident,41.838232833333336
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,22.2301904
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Hennur Main Road,,congestion,120.0
Unknown,Non-corridor,,construction,120.0
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,ORR East 2,,construction,120.0
Unknown,Non-corridor,,water_logging,123.31325763333332
Unknown,Non-corridor,,pot_holes,1440.0
Unknown,Non-corridor,,pot_holes,1440.0
Unknown,Non-corridor,,others,15.814499816666666
Unknown,Non-corridor,,procession,120.0
Unknown,Non-corridor,,others,1440.0
Unknown,ORR North 2,,vehicle_breakdown,120.0
Unknown,Mysore Road,,others,1440.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,others,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Old Airport Road,,construction,1440.0
Unknown,Hennur Main Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,10.0
Unknown,Airport New South Road,,accident,68.80150233333333
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,111.61205211666667
Unknown,Magadi Road,,road_conditions,1440.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Old Airport Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,accident,120.0
Unknown,Mysore Road,,vehicle_breakdown,125.65330900000001
Unknown,IRR(Thanisandra road),,others,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,38.49233733333333
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,IRR(Thanisandra road),,vehicle_breakdown,91.30090236666666
Unknown,Non-corridor,,tree_fall,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Bannerghata Road,,vehicle_breakdown,120.0
Unknown,Bannerghata Road,,pot_holes,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,19.639472016666666
Unknown,Bellary Road 2,,vehicle_breakdown,59.57834488333333
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR North 2,,congestion,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,12.384581016666667
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,others,120.0
Unknown,Bannerghata Road,,vehicle_breakdown,16.992135533333332
Unknown,West of Chord Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,13.267902833333332
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,25.298768399999997
Unknown,Hosur Road,,vehicle_breakdown,10.0
Unknown,Non-corridor,,accident,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,25.79376715
Unknown,ORR East 2,,construction,120.0
Unknown,Non-corridor,,pot_holes,120.0
Unknown,Hosur Road,,vehicle_breakdown,12.6312672
Unknown,Tumkur Road,,vehicle_breakdown,16.656762166666667
Unknown,Non-corridor,,construction,1311.6875813333331
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Hennur Main Road,,others,1440.0
Unknown,Non-corridor,,vehicle_breakdown,10.0
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,45.96836663333333
Unknown,ORR East 2,,vehicle_breakdown,42.19713446666666
Unknown,Non-corridor,,vehicle_breakdown,54.65853513333333
Unknown,Airport New South Road,,tree_fall,120.0
Unknown,Tumkur Road,,vehicle_breakdown,67.62782723333333
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,others,122.96864301666666
Unknown,Old Airport Road,,vehicle_breakdown,113.27622685
Unknown,ORR North 2,,construction,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,66.48960311666666
Unknown,Tumkur Road,,water_logging,120.0
Unknown,Mysore Road,,vehicle_breakdown,79.15418580000001
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,road_conditions,120.0
Unknown,Bellary Road 2,,accident,22.644470733333332
Unknown,Non-corridor,,vehicle_breakdown,95.58107615
Unknown,Non-corridor,,others,10.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Hennur Main Road,,congestion,120.0
Unknown,Bannerghata Road,,vehicle_breakdown,35.7911427
Unknown,ORR West 1,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,84.46969001666666
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,14.2335291
Unknown,Old Madras Road,,vehicle_breakdown,33.554378899999996
Unknown,Bannerghata Road,,vehicle_breakdown,120.0
Unknown,Bannerghata Road,,procession,120.0
Unknown,Varthur Road,,vehicle_breakdown,30.59855698333333
Unknown,ORR North 2,,congestion,120.0
Unknown,Hennur Main Road,,congestion,120.0
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,59.47093031666667
Unknown,Non-corridor,,vehicle_breakdown,28.422718233333335
Unknown,Non-corridor,,vehicle_breakdown,46.03317931666666
Unknown,Tumkur Road,,vehicle_breakdown,105.15403339999999
Unknown,Non-corridor,,construction,120.0
Unknown,Varthur Road,,construction,120.0
Unknown,Mysore Road,,vehicle_breakdown,97.20824538333333
Unknown,Bellary Road 2,,vehicle_breakdown,35.270044866666666
Unknown,West of Chord Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,24.78094095
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,103.95695343333334
Unknown,Mysore Road,,others,1440.0
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,ORR North 1,,vehicle_breakdown,76.73107366666666
Unknown,Bellary Road 1,,vehicle_breakdown,25.963968299999998
Unknown,ORR North 2,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,47.135134183333335
Unknown,Non-corridor,,others,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,accident,52.424526316666665
Unknown,ORR East 2,,accident,120.0
Unknown,ORR East 1,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,21.590795766666666
Unknown,ORR East 2,,construction,120.0
Unknown,Non-corridor,,others,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,149.32047236666668
Unknown,ORR West 1,,vehicle_breakdown,21.186916433333334
Unknown,Old Madras Road,,vehicle_breakdown,64.23054711666667
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,procession,10.0
Unknown,CBD 2,,others,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,road_conditions,1440.0
Unknown,ORR East 2,,others,120.0
Unknown,IRR(Thanisandra road),,pot_holes,120.0
Unknown,West of Chord Road,,vehicle_breakdown,120.0
Unknown,ORR East 1,,vehicle_breakdown,10.150801150000001
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,tree_fall,1440.0
Unknown,ORR East 1,,vehicle_breakdown,146.0768349
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,73.34186823333333
Unknown,ORR North 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,56.471942150000004
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,pot_holes,120.0
Unknown,Mysore Road,,vehicle_breakdown,63.264801049999996
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,10.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bannerghata Road,,vehicle_breakdown,120.0
Unknown,ORR East 1,,vehicle_breakdown,120.0
Unknown,Hennur Main Road,,procession,120.0
Unknown,Non-corridor,,vehicle_breakdown,111.59204438333333
Unknown,Varthur Road,,others,99.1271216
Unknown,Hennur Main Road,,vehicle_breakdown,46.373055349999994
Unknown,Non-corridor,,tree_fall,16.442733933333333
Unknown,Non-corridor,,vehicle_breakdown,48.24556945
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,ORR North 1,,others,120.0
Unknown,Hennur Main Road,,congestion,120.0
Unknown,Non-corridor,,vehicle_breakdown,23.094677766666667
Unknown,Magadi Road,,procession,120.0
Unknown,Old Madras Road,,vehicle_breakdown,10.697492350000001
Unknown,Bellary Road 2,,vehicle_breakdown,61.77526506666666
Unknown,Old Airport Road,,vehicle_breakdown,120.0
Unknown,ORR North 2,,congestion,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Old Airport Road,,accident,120.0
Unknown,ORR North 2,,congestion,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,89.98981611666666
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,44.60061098333333
Unknown,West of Chord Road,,pot_holes,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,West of Chord Road,,pot_holes,120.0
Unknown,Non-corridor,,vehicle_breakdown,102.37431906666667
Unknown,Hosur Road,,others,330.18084595
Unknown,ORR East 2,,construction,120.0
Unknown,Tumkur Road,,tree_fall,239.99684209999998
Unknown,Bellary Road 1,,construction,1440.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,pot_holes,120.0
Unknown,ORR North 2,,vehicle_breakdown,83.04273458333334
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,ORR West 1,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,ORR East 2,,construction,120.0
Unknown,Mysore Road,,vehicle_breakdown,17.988405883333332
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,CBD 2,,tree_fall,120.0
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.1229665
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR North 1,,others,1440.0
Unknown,Bellary Road 2,,accident,120.0
Unknown,West of Chord Road,,vehicle_breakdown,120.0
Unknown,Magadi Road,,vehicle_breakdown,15.682897033333335
Unknown,ORR East 2,,vehicle_breakdown,18.770652916666666
Unknown,Bellary Road 2,,vehicle_breakdown,26.713455833333335
Unknown,Old Airport Road,,vehicle_breakdown,27.165104633333332
Unknown,Mysore Road,,construction,120.0
Unknown,West of Chord Road,,others,120.0
Unknown,West of Chord Road,,others,120.0
Unknown,Non-corridor,,tree_fall,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Hennur Main Road,,congestion,120.0
Unknown,West of Chord Road,,others,120.0
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,road_conditions,1440.0
Unknown,IRR(Thanisandra road),,pot_holes,120.0
Unknown,CBD 2,,pot_holes,120.0
Unknown,CBD 2,,pot_holes,10.0
Unknown,Magadi Road,,vehicle_breakdown,32.257464766666665
Unknown,Non-corridor,,vehicle_breakdown,72.78544391666667
Unknown,Non-corridor,,vehicle_breakdown,107.52890245
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,construction,120.0
Central Zone 2,Non-corridor,"Trilight Circle,Race course Road",construction,120.0
Unknown,Non-corridor,,accident,120.0
Unknown,ORR North 2,,congestion,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,ORR East 2,,construction,120.0
Unknown,Old Madras Road,,vehicle_breakdown,55.235213316666666
Unknown,ORR East 2,,others,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Mysore Road,,others,302.99378225
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR East 1,,vehicle_breakdown,120.0
Unknown,Magadi Road,,vehicle_breakdown,86.55830583333334
Unknown,Mysore Road,,vehicle_breakdown,78.09311583333333
Unknown,ORR North 1,,accident,34.21685993333333
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,ORR North 1,,vehicle_breakdown,22.854111483333334
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,congestion,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,construction,120.0
Unknown,Hosur Road,,vehicle_breakdown,10.0
Unknown,Magadi Road,,vehicle_breakdown,64.30445040000001
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,ORR East 2,,construction,120.0
Unknown,Bellary Road 1,,water_logging,1440.0
Unknown,Non-corridor,,water_logging,120.0
Unknown,Non-corridor,,others,1440.0
Unknown,Bellary Road 1,,accident,120.0
Unknown,Non-corridor,,construction,21.925417683333333
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,others,14.34505785
Unknown,Non-corridor,,vehicle_breakdown,50.05725543333333
Unknown,Mysore Road,,vehicle_breakdown,39.02434768333333
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,ORR North 2,,accident,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,accident,120.0
Unknown,ORR East 1,,water_logging,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,29.16649395
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,accident,120.0
Unknown,West of Chord Road,,accident,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,84.40798688333332
Unknown,CBD 2,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,CBD 2,,vehicle_breakdown,120.0
Unknown,Varthur Road,,vehicle_breakdown,120.0
Unknown,Old Airport Road,,others,10.0
Unknown,West of Chord Road,,others,120.0
Unknown,Old Airport Road,,public_event,120.0
Unknown,Old Airport Road,,public_event,120.0
Unknown,Old Airport Road,,public_event,120.0
Unknown,Old Airport Road,,public_event,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bannerghata Road,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,12.03063225
Unknown,Mysore Road,,vehicle_breakdown,10.0
Unknown,Old Airport Road,,public_event,120.0
Unknown,Mysore Road,,vehicle_breakdown,23.780724000000003
Unknown,Non-corridor,,others,1440.0
Unknown,Non-corridor,,pot_holes,1440.0
Unknown,West of Chord Road,,vehicle_breakdown,29.734221366666667
Unknown,Mysore Road,,vehicle_breakdown,60.74641678333333
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Hosur Road,,pot_holes,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,accident,120.0
Unknown,Non-corridor,,others,38.768891116666666
Unknown,Non-corridor,,vehicle_breakdown,57.316075016666666
Unknown,Hennur Main Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,others,10.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,54.46608108333333
Unknown,ORR North 1,,vehicle_breakdown,40.761785499999995
Unknown,Mysore Road,,vehicle_breakdown,90.19987731666667
Unknown,Non-corridor,,public_event,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,construction,1440.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,86.78634966666667
Unknown,Non-corridor,,public_event,120.0
Unknown,Non-corridor,,vehicle_breakdown,81.11977473333333
Unknown,Non-corridor,,construction,120.0
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,10.0
Unknown,Bellary Road 2,,accident,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,30.47674805
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Magadi Road,,vehicle_breakdown,67.566669
Unknown,Non-corridor,,water_logging,10.0
Unknown,Tumkur Road,,vehicle_breakdown,21.935244516666668
Unknown,Non-corridor,,vehicle_breakdown,31.711534466666667
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,121.07565023333333
Unknown,Non-corridor,,water_logging,121.41991448333333
Unknown,Bellary Road 1,,pot_holes,1440.0
Unknown,ORR East 2,,construction,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,55.092613899999996
Unknown,Mysore Road,,vehicle_breakdown,10.0
Unknown,ORR North 2,,congestion,120.0
Unknown,CBD 1,,pot_holes,120.0
Unknown,Bannerghata Road,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,10.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,CBD 1,,pot_holes,45.08455431666666
Unknown,Hennur Main Road,,vehicle_breakdown,39.94712393333334
Unknown,ORR West 1,,vehicle_breakdown,47.0778124
Unknown,Mysore Road,,vehicle_breakdown,43.93709355
Unknown,Hosur Road,,accident,19.286777033333333
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Hennur Main Road,,congestion,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,26.211784233333333
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Old Madras Road,,public_event,120.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Central Zone 2,Non-corridor,SubbannaJunction,construction,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,20.760291183333333
Unknown,Non-corridor,,pot_holes,1440.0
Unknown,Airport New South Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,West of Chord Road,,vehicle_breakdown,120.0
Unknown,West of Chord Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,construction,120.0
Unknown,Non-corridor,,pot_holes,1440.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Airport New South Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,others,120.0
Unknown,Tumkur Road,,vehicle_breakdown,14.798998433333333
Unknown,ORR East 2,,vehicle_breakdown,10.0
Unknown,Non-corridor,,pot_holes,120.0
Unknown,CBD 2,,water_logging,1397.64799305
Unknown,Non-corridor,,others,120.0
Unknown,Tumkur Road,,vehicle_breakdown,17.37361458333333
Unknown,Non-corridor,,vehicle_breakdown,137.26294234999997
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,ORR East 2,,vehicle_breakdown,120.0
Unknown,ORR East 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,pot_holes,120.0
Unknown,CBD 2,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,55.2758047
Unknown,ORR North 2,,congestion,120.0
Unknown,ORR North 1,,accident,120.0
Unknown,ORR North 1,,accident,120.0
Unknown,Non-corridor,,vehicle_breakdown,12.261251683333334
Unknown,Mysore Road,,construction,120.0
Unknown,Magadi Road,,vehicle_breakdown,61.61077986666667
Unknown,Non-corridor,,road_conditions,120.0
Unknown,IRR(Thanisandra road),,water_logging,120.0
Unknown,Magadi Road,,water_logging,120.0
Unknown,Magadi Road,,vehicle_breakdown,64.27595888333333
Unknown,Bellary Road 1,,vehicle_breakdown,14.07579545
Unknown,ORR North 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,pot_holes,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR East 1,,vehicle_breakdown,21.646528683333333
Unknown,Non-corridor,,construction,120.0
Unknown,Non-corridor,,road_conditions,1440.0
Unknown,Non-corridor,,road_conditions,1440.0
Unknown,Non-corridor,,others,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,24.362505416666668
Unknown,Non-corridor,,vehicle_breakdown,39.91352521666667
Unknown,Non-corridor,,accident,120.0
Unknown,Non-corridor,,vehicle_breakdown,20.05264845
Unknown,Non-corridor,,road_conditions,1440.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,YelhankaCircle,water_logging,1440.0
Unknown,Hennur Main Road,,others,1440.0
Unknown,Bellary Road 1,,others,1440.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,CBD 1,,others,120.0
Unknown,Tumkur Road,,vehicle_breakdown,10.195782266666667
Unknown,Mysore Road,,vehicle_breakdown,10.0
Unknown,Mysore Road,,others,1440.0
Unknown,Tumkur Road,,vehicle_breakdown,23.556338
Unknown,Non-corridor,,others,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Hennur Main Road,,congestion,157.83113301666666
Unknown,ORR East 2,,construction,120.0
Unknown,Non-corridor,,test_demo,10.0
